Headline,Identifier,Source,Time,Date,FDS Language,FDS Subject,Add Date,Add Time,Document Type,Time Zone,US Date,US Time,Close to Open Return (Rel),Sentiment Tag
Dir KENNARD Updates Ownership of AT&T INC. (T),T-US,EDG,10:25pm,02-Feb-17,EN,"FILNS,FORM4,INSACT",02-Feb-17,10:25pm,"CO-FILNS,OWN-FILNS,FILNS",EST,02-Feb-17,17:25,0.0039,1
Dir HUTCHINS Updates Ownership of AT&T INC. (T),T-US,EDG,10:21pm,02-Feb-17,EN,"FILNS,FORM4,INSACT",02-Feb-17,10:21pm,"CO-FILNS,OWN-FILNS,FILNS",EST,02-Feb-17,17:21,0.0039,1
Dir FORD Updates Ownership of AT&T INC. (T),T-US,EDG,10:20pm,02-Feb-17,EN,"FILNS,FORM4,INSACT",02-Feb-17,10:20pm,"CO-FILNS,OWN-FILNS,FILNS",EST,02-Feb-17,17:20,0.0039,1
Dir FISHER Updates Ownership of AT&T INC. (T),T-US,EDG,10:18pm,02-Feb-17,EN,"FILNS,FORM4,INSACT",02-Feb-17,10:18pm,"CO-FILNS,OWN-FILNS,FILNS",EST,02-Feb-17,17:18,0.0039,1
Dir DI JR Updates Ownership of AT&T INC. (T),T-US,EDG,10:14pm,02-Feb-17,EN,"FILNS,FORM4,INSACT",02-Feb-17,10:14pm,"CO-FILNS,OWN-FILNS,FILNS",EST,02-Feb-17,17:14,0.0039,1
AT&T in Advanced Discussions with Power Companies and Others to Trial Project AirGig,T-US,PRN, 1:01pm,31-Jan-17,EN,COARLS,31-Jan-17, 1:01pm,PRN,EST,31-Jan-17,08:01,-0.00033,-1
AT&T Mobility LLC agreed to acquire FiberTower Corp,T-US,FFW,12:00pm,31-Jan-17,EN,"CORPS,MANDA",06-Feb-17, 7:55pm,EXCL,EST,31-Jan-17,07:00,-0.00033,-1
CFO STEPHENS Updates Ownership of AT&T INC. (T),T-US,EDG,11:27pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:27pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:27,-0.00033,-1
CEO STANKEY Updates Ownership of AT&T INC. (T),T-US,EDG,11:25pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:25pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:25,-0.00033,-1
EVP QUINN JR Updates Ownership of AT&T INC. (T),T-US,EDG,11:24pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:24pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:24,-0.00033,-1
EVP MCATEE II Acquires 0 of AT&T INC. (T),T-US,EDG,11:23pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:23pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:23,-0.00033,-1
EVP LEE Disposes 0 of AT&T INC. (T),T-US,EDG,11:21pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:21pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:21,-0.00033,-1
EVP HUNTLEY Updates Ownership of AT&T INC. (T),T-US,EDG,11:20pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:20pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:20,-0.00033,-1
Officer DONOVAN Disposes 0 of AT&T INC. (T),T-US,EDG,11:18pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:18pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:18,-0.00033,-1
EVP BLASE JR Acquires 0 of AT&T INC. (T),T-US,EDG,11:17pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:17pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:17,-0.00033,-1
CEO ARROYO Updates Ownership of AT&T INC. (T),T-US,EDG,11:16pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:16pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:16,-0.00033,-1
CEO STEPHENSON Disposes 0 of AT&T INC. (T),T-US,EDG,11:14pm,30-Jan-17,EN,"FILNS,FORM4,INSACT",30-Jan-17,11:14pm,"CO-FILNS,OWN-FILNS,FILNS",EST,30-Jan-17,18:14,-0.00033,-1
"AT&T, Inc. (T-US) - Preliminary Annual Report for period end 31-Dec-2016 (English) - PDF",T-US,FFR,12:09pm,26-Jan-17,EN,,26-Jan-17, 1:31pm,"CR-FILNS,FILNS",EST,26-Jan-17,07:09,-0.00543,-1
"AT&T, Inc. (T-US) - Preliminary Annual Report for period end 31-Dec-2016 (English) - PDF",T-US,FFR,12:09pm,26-Jan-17,EN,,30-Jan-17,11:06am,"CR-FILNS,FILNS",EST,26-Jan-17,07:09,-0.00543,-1
"AT&T, Inc. (T-US) - Preliminary Annual Report for period end 31-Dec-2016 (English) - PDF",T-US,FFR, 2:29am,26-Jan-17,EN,,27-Jan-17, 4:05pm,"CR-FILNS,FILNS",EST,25-Jan-17,21:29,-0.00543,-1
"AT&T, Inc. (T-US) - Preliminary Annual Report for period end 31-Dec-2016 (English) - PDF",T-US,FFR, 2:29am,26-Jan-17,EN,,27-Jan-17, 4:05pm,"CR-FILNS,FILNS",EST,25-Jan-17,21:29,-0.00543,-1
"CORRECTED TRANSCRIPT: AT&T, Inc.(T-US), Q4 2016 Earnings Call, 25-January-2017 4:30 PM ET",T-US,FCST, 2:00am,26-Jan-17,EN,"ERNS,EVTS",26-Jan-17, 2:00am,,EST,25-Jan-17,21:00,-0.00543,-1
"AT&T, Inc.(T-US) Schedules Q1 2017 Earnings Release for 25-April-2017 4:01 PM ET",T-US,FCST,11:04pm,25-Jan-17,EN,EVTS,25-Jan-17,11:04pm,,EST,25-Jan-17,18:04,-0.00543,-1
"AT&T, Inc.(T-US) Schedules Q1 2017 Earnings Call for 25-April-2017 4:30 PM ET",T-US,FCST,11:04pm,25-Jan-17,EN,"ERNS,EVTS",25-Jan-17,11:04pm,,EST,25-Jan-17,18:04,-0.00543,-1
"AT&T, Inc. (T-US) - Preliminary Annual Report for period end 31-Dec-2016 (English) - PDF",T-US,FFR, 9:52pm,25-Jan-17,EN,,27-Jan-17, 3:06pm,"CR-FILNS,FILNS",EST,25-Jan-17,16:52,-0.00543,-1
StreetAccount Metrics Recap - AT&T Q4 Earnings,T-US,SA, 9:30pm,25-Jan-17,EN,ERNS,25-Jan-17, 9:30pm,SA,EST,25-Jan-17,16:30,-0.00543,-1
AT&T INC Investor Slides: Q4 2016 Earnings,T-US,FCIS, 9:30pm,25-Jan-17,EN,ERNS,25-Jan-17, 9:53pm,SL,EST,25-Jan-17,16:30,-0.00543,-1
"AT&T INC. files (8-K) Current report: Items 2.02 - Results of Operations, 9.01 - Financial Statements and Exhibits, for period end 25-Jan-17 (T-US)",T-US,EDG, 9:20pm,25-Jan-17,EN,"8K,FILNS",25-Jan-17, 9:20pm,"CO-FILNS,CR-FILNS,FILNS",EST,25-Jan-17,16:20,-0.00543,-1
AT&T reports Q4 EPS $0.66 ex-items vs FactSet $0.66,T-US,SA, 9:04pm,25-Jan-17,EN,"ERNS,HOTNW",25-Jan-17, 9:04pm,SA,EST,25-Jan-17,16:04,-0.00543,-1
"AT&T INC. files (8-K) Current report: Item 8.01 - Other Events, for period end 25-Jan-17 (T-US)",T-US,EDG, 9:02pm,25-Jan-17,EN,"8K,FILNS",25-Jan-17, 9:02pm,"CO-FILNS,CR-FILNS,FILNS",EST,25-Jan-17,16:02,-0.00543,-1
AT&T Reports Fourth-Quarter and Full-Year Results; AT&T Meets Full-Year Guidance With Strong Customer Growth - HTML,T-US,FFR, 9:02pm,25-Jan-17,EN,,25-Jan-17, 9:06pm,"CR-FILNS,FILNS",EST,25-Jan-17,16:02,-0.00543,-1
AT&T Reports Fourth-Quarter and Full-Year Results; AT&T Meets Full-Year Guidance With Strong Customer Growth,T-US,BW, 9:01pm,25-Jan-17,EN,"COARLS,ERNS,ER_GEN,EVTS,EV_GEN",25-Jan-17, 9:01pm,PRN,EST,25-Jan-17,16:01,-0.00543,-1
AT&T expects to take Q4 pre-tax charge of ~$1.0B related to its pension plans; provides preliminary Q4 net adds -- 8-K,T-US,SA,12:36pm,20-Jan-17,EN,ERNS,20-Jan-17,12:36pm,SA,EST,20-Jan-17,07:36,0.00526,1
"AT&T INC. files (8-K) Current report: Item 8.01 - Other Events, for period end 20-Jan-17 (T-US)",T-US,EDG,12:32pm,20-Jan-17,EN,"8K,FILNS",20-Jan-17,12:32pm,"CO-FILNS,CR-FILNS,FILNS",EST,20-Jan-17,07:32,0.00526,1
AT&T INC. files (SC 13G/A) Acquisition of beneficial ownership of 5% or more (Amended) (BLK-US),T-US,EDG,10:30pm,19-Jan-17,EN,"FILNS,OWNRS,SC13G",19-Jan-17,10:30pm,"CO-FILNS,MNA-FILNS,OWN-FILNS,FILNS",EST,19-Jan-17,17:30,0.00526,1
Nielsen announces multi-year agreement with AT&T (T),T-US,SA,12:14pm,18-Jan-17,EN,,18-Jan-17,12:15pm,SA,EST,18-Jan-17,07:14,0.00042,1
"AT&T (T) executives to meet with Trump today -- Bloomberg, citing sources close to the matter",T-US,SA, 1:29pm,12-Jan-17,EN,MANDA,12-Jan-17, 1:29pm,SA,EST,12-Jan-17,08:29,0.00085,1
AT&T downgraded to hold from buy at Deutsche Bank,T-US,SA, 9:35am,11-Jan-17,EN,ANLCH,11-Jan-17, 9:35am,SA,EST,11-Jan-17,04:35,-0.01041,-1
AT&T Accepting Applications for Ed-Tech Accelerator,T-US,PRN,12:30pm,10-Jan-17,EN,"COARLS,GN_GEN",10-Jan-17,12:30pm,PRN,EST,10-Jan-17,07:30,-0.00379,-1
AT&T to Donate Mobile Phones to Customers Possibly Impacted by Severe Storms,T-US,PRN,10:18pm,07-Jan-17,EN,"BA_ESG,COARLS",07-Jan-17,10:19pm,PRN,EST,07-Jan-17,17:18,0.00076,1
AT&T Prepared as Severe Weather Approaches California,T-US,PRN,11:56pm,06-Jan-17,EN,"COARLS,GN_GEN",06-Jan-17,11:57pm,PRN,EST,06-Jan-17,18:56,0.00076,1
AT&T INC. files (S-4/A) Registration of securities in business combinations (Amended) (T-US),T-US,EDG, 9:55pm,05-Jan-17,EN,"FILNS,S4",05-Jan-17, 9:55pm,"CO-FILNS,MNA-FILNS,PROSP-FILNS,FILNS",EST,05-Jan-17,16:55,-0.00521,-1
"CORRECTED TRANSCRIPT: AT&T, Inc.(T-US), Citi Global Internet, Media and Telecommunications Conference, 4-January-2017 11:00 AM ET",T-US,FCST, 1:12am,05-Jan-17,EN,EVTS,05-Jan-17, 1:12am,,EST,04-Jan-17,20:12,0.00301,1
AT&T Helping Businesses Unleash Internet of Things Potential,T-US,PRN,11:38pm,04-Jan-17,EN,"BA_PRD,COARLS,PRODS",04-Jan-17,11:39pm,PRN,EST,04-Jan-17,18:38,0.00301,1
AT&T and Emerson Team Up to Reduce Methane Emissions,T-US,PRN,11:30pm,04-Jan-17,EN,"CA_JVA,COARLS,GN_ENV,STGALN",04-Jan-17,11:30pm,PRN,EST,04-Jan-17,18:30,0.00301,1
AT&T Smart Cities: Transforming Communities and Creating Value for Citizens,T-US,PRN,11:30pm,04-Jan-17,EN,"BA_ESG,BA_PRD,COARLS,PRODS",04-Jan-17,11:30pm,PRN,EST,04-Jan-17,18:30,0.00301,1
AT&T Introduces New Starter Kits for Developers,T-US,PRN,11:30pm,04-Jan-17,EN,"BA_PRD,COARLS,PRODS",04-Jan-17,11:30pm,PRN,EST,04-Jan-17,18:30,0.00301,1
AT&T to Provide Wireless Connectivity for Aira's Devices that Enhance Access to Information for Blind and Visually Impaired People,T-US,PRN,11:30pm,04-Jan-17,EN,"BA_PRD,BA_TRD,COARLS,PRODS",04-Jan-17,11:30pm,PRN,EST,04-Jan-17,18:30,0.00301,1
"CEO STEPHENSON Acquires 1,439 of AT&T INC. (T)",T-US,EDG, 9:44pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:44pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:44,0.00301,1
CFO STEPHENS Acquires 700 of AT&T INC. (T),T-US,EDG, 9:42pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:42pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:42,0.00301,1
CEO STANKEY Acquires 228 of AT&T INC. (T),T-US,EDG, 9:39pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:39pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:39,0.00301,1
EVP QUINN JR Acquires 118 of AT&T INC. (T),T-US,EDG, 9:37pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:37pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:37,0.00301,1
EVP MCATEE II Acquires 335 of AT&T INC. (T),T-US,EDG, 9:27pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:27pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:27,0.00301,1
EVP LEE Acquires 146 of AT&T INC. (T),T-US,EDG, 9:23pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:23pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:23,0.00301,1
EVP HUNTLEY Acquires 118 of AT&T INC. (T),T-US,EDG, 9:22pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:22pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:22,0.00301,1
Officer DONOVAN Acquires 692 of AT&T INC. (T),T-US,EDG, 9:20pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:20pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:20,0.00301,1
Vice Chmn DE LA Acquires 757 of AT&T INC. (T),T-US,EDG, 9:19pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:19pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:19,0.00301,1
EVP BLASE JR Acquires 592 of AT&T INC. (T),T-US,EDG, 9:16pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:16pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:16,0.00301,1
Dir ROSE Updates Ownership of AT&T INC. (T),T-US,EDG, 9:15pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:15pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:15,0.00301,1
Dir MOONEY Updates Ownership of AT&T INC. (T),T-US,EDG, 9:13pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:13pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:13,0.00301,1
Dir HUTCHINS Updates Ownership of AT&T INC. (T),T-US,EDG, 9:12pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:12pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:12,0.00301,1
Dir FORD Updates Ownership of AT&T INC. (T),T-US,EDG, 9:09pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:09pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:09,0.00301,1
Dir DI JR Updates Ownership of AT&T INC. (T),T-US,EDG, 9:07pm,04-Jan-17,EN,"FILNS,FORM4,INSACT",04-Jan-17, 9:07pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Jan-17,16:07,0.00301,1
AT&T Details 5G Evolution,T-US,PRN, 1:00pm,04-Jan-17,EN,COARLS,04-Jan-17, 1:00pm,PRN,EST,04-Jan-17,08:00,-0.00352,-1
"Qualcomm, Ericsson and AT&T announce collaboration on 5G New Radio trials intended to accelerate wide-scale 5G deployments",T-US,PRN,10:00pm,03-Jan-17,EN,COARLS,03-Jan-17,10:00pm,PRN,EST,03-Jan-17,17:00,-0.00352,-1
FTC grants antitrust clearance for AT&T's purchase of Invidi Technologies,T-US,SA, 2:06pm,03-Jan-17,EN,"LTGREG,MANDA",03-Jan-17, 2:06pm,SA,EST,03-Jan-17,09:06,-0.00192,-1
Intel Corp.(INTC-US) Schedules J.P. Morgan Tech Forum at CES for 8-January-2019 1:30 PM ET,INTC-US,FCST, 2:56am,27-Dec-18,EN,"EVTS,EV_ME",27-Dec-18, 2:56am,"CONF,EVTS,EV_ME,FILNS_TS_TR",EST,26-Dec-18,21:56,-0.00215,-1
Israel to give Intel NIS700M ($185M) grant in return for $5B expansion of production in country - Reuters,INTC-US,SA, 3:11am,26-Dec-18,EN,NS_PS,26-Dec-18, 3:11am,SA,EST,25-Dec-18,22:11,0.00427,1
Twitter - @ChannelNewsAsia: Intel to get 700 million shekel grant for Israel expansion https://t.co/5HOIqu1EWn https://t.co/wkevz44N9s,INTC-US,TWTR,11:45am,25-Dec-18,EN,,25-Dec-18,11:46am,SM,EST,25-Dec-18,06:45,0.00276,1
NYU Abu Dhabi-led cybersecurity research receives funding from Intel [Emirates News Agency (WAM) (United Arab Emirates)] (Middle East & North African Newspapers),INTC-US,IA,10:00am,23-Dec-18,EN,"CM_GEN,COARLS,ECON,EC_FIN,GN_POL_GEN,GN_SCI",24-Dec-18, 9:59am,RN,EST,23-Dec-18,05:00,0.00198,1
Intel Connected Logistics Platform Helps Prevent Package Loss or Damage in Transit,INTC-US,BW, 2:07am,20-Dec-18,EN,"BA_PRD,COARLS,PRODS",20-Dec-18, 3:00pm,PRN,EST,19-Dec-18,21:07,0.00056,1
"EVP SHENOY Sells (pre-scheduled sale) 8,552 of INTEL CORP (INTC)",INTC-US,EDG, 9:13pm,19-Dec-18,EN,"FILNS,FORM4,INSACT",19-Dec-18, 9:13pm,"CO-FILNS,OWN-FILNS,FILNS",EST,19-Dec-18,16:13,0.00056,1
Twitter - @SeekingAlpha: $INTC - Intel: The Case Of Missing Shorts https://t.co/gE341coz7B,INTC-US,TWTR, 2:27pm,19-Dec-18,EN,,19-Dec-18, 2:27pm,SM,EST,19-Dec-18,09:27,-0.00558,-1
Twitter - @MarketRealist: Intel Launched Innovative Products to Take on AMD and Qualcomm $INTC $AMD $QCOM https://t.co/sJM3sFZoOD https://t.co/w5pxaJaKi3,INTC-US,TWTR, 1:18pm,19-Dec-18,EN,,19-Dec-18, 1:18pm,SM,EST,19-Dec-18,08:18,-0.00558,-1
Twitter - @SeekingAlpha: $INTC - Rejuvenated Intel Highlights Benefits Of Competition https://t.co/1KztwGpFVN,INTC-US,TWTR,12:46am,19-Dec-18,EN,,19-Dec-18,12:50am,SM,EST,18-Dec-18,19:46,-0.00558,-1
CEO SWAN Updates Ownership of INTEL CORP (INTC),INTC-US,EDG, 9:41pm,18-Dec-18,EN,"FILNS,FORM4,INSACT",18-Dec-18, 9:42pm,"CO-FILNS,OWN-FILNS,FILNS",EST,18-Dec-18,16:41,-0.00558,-1
Twitter - @SeekingAlpha: $INTC - Intel Readies The Nukes For ARMed Battle As It Leads Competition To Barren Wasteland https://t.co/WUwmlwPfIr,INTC-US,TWTR, 9:18pm,14-Dec-18,EN,,14-Dec-18, 9:18pm,SM,EST,14-Dec-18,16:18,0.00355,1
Aerospike Delivers the First Commercially Available Open Database Optimized for Intel« OptaneÖ DC Persistent Memory,INTC-US,PRN, 1:00pm,13-Dec-18,EN,"BA_PRD,COARLS,PRODS",13-Dec-18, 1:00pm,PRN,EST,13-Dec-18,08:00,0.00609,1
Twitter - @BDliveSA: Intel plans stacked circuits in bid to regain chipmaking lead https://t.co/VQKeOsKOko https://t.co/0fKRnsvvyI,INTC-US,TWTR,10:30am,13-Dec-18,EN,,13-Dec-18,10:32am,SM,EST,13-Dec-18,05:30,0.00609,1
New Intel Architectures and Technologies Target Expanded Market Opportunities,INTC-US,BW, 2:00pm,12-Dec-18,EN,"BA_PRD,COARLS,EVTS,EV_GEN,PRODS",12-Dec-18, 2:00pm,PRN,EST,12-Dec-18,09:00,0.01705,1
"CEO SWAN Buys 5,263 of INTEL CORP (INTC)",INTC-US,EDG, 9:31pm,10-Dec-18,EN,"FILNS,FORM4,INSACT",10-Dec-18, 9:31pm,"CO-FILNS,OWN-FILNS,FILNS",EST,10-Dec-18,16:31,0.00444,1
Twitter - @SeekingAlpha: $AMD $INTC - ARMed Attack: Intel And AMD Do Not See The Torpedo Headed Their Way https://t.co/BXXfPVO2oZ,INTC-US,TWTR, 9:09pm,07-Dec-18,EN,,07-Dec-18, 9:09pm,SM,EST,07-Dec-18,16:09,0.00171,1
"Analysis: Positioning to Benefit within Snap, Kansas City Southern, Intel, Methanex, Retail Opportunity Investments, and Acadia Healthcare - Research Highlights Growth, Revenue, and Consolidated Results",INTC-US,GNW, 1:20pm,07-Dec-18,EN,"BA_GEN,COARLS,EVTS,EV_GEN,IN_GEN,PRODS",07-Dec-18, 1:20pm,PRN,EST,07-Dec-18,08:20,-0.00716,-1
CEO SWAN Updates Ownership of INTEL CORP (INTC),INTC-US,EDG, 9:42pm,04-Dec-18,EN,"FILNS,FORM4,INSACT",04-Dec-18, 9:42pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Dec-18,16:42,0.00637,1
"EVP SHENOY Sells (pre-scheduled sale) 4,522 of INTEL CORP (INTC)",INTC-US,EDG, 9:39pm,04-Dec-18,EN,"FILNS,FORM4,INSACT",04-Dec-18, 9:39pm,"CO-FILNS,OWN-FILNS,FILNS",EST,04-Dec-18,16:39,0.00637,1
Twitter - @SeekingAlpha: $INTC - Intel Corporation (INTC) Management Presents at Nasdaq 39th Investor Conference (Transcript) https://t.co/DS6pcC71aH,INTC-US,TWTR, 1:55pm,04-Dec-18,EN,,04-Dec-18, 1:55pm,SM,EST,04-Dec-18,08:55,-0.00935,-1
Intel downgraded to underperform from market perform at Northland Capital Markets,INTC-US,SA, 1:14pm,04-Dec-18,EN,"ANLCH,AN_DNG",04-Dec-18, 1:14pm,SA,EST,04-Dec-18,08:14,-0.00935,-1
"CEO SWAN Buys 5,117 of INTEL CORP (INTC)",INTC-US,EDG, 9:09pm,03-Dec-18,EN,"FILNS,FORM4,INSACT",03-Dec-18, 9:09pm,"CO-FILNS,OWN-FILNS,FILNS",EST,03-Dec-18,16:09,-0.00935,-1
Nutanix and Intel Partner to Enable Systems Integrators and Value-Added Resellers to Deliver Branded Hyperconverged Infrastructure Solutions,INTC-US,BW, 2:00pm,03-Dec-18,EN,"BA_CTR,BA_PRD,COARLS,PRODS",03-Dec-18, 2:00pm,PRN,EST,03-Dec-18,09:00,0.00297,1
Twitter - @SeekingAlpha: $INTC - Buy Intel: 5.9% Shareholder Yield And Plenty Of Growth https://t.co/ib6sUolr8p,INTC-US,TWTR, 7:31am,03-Dec-18,EN,,03-Dec-18, 7:32am,SM,EST,03-Dec-18,02:31,0.00297,1
Twitter - @SeekingAlpha: $INTC - Why Intel's Stock Is Poised To Surge https://t.co/BLjmsKscgo,INTC-US,TWTR,11:17pm,29-Nov-18,EN,,29-Nov-18,11:17pm,SM,EST,29-Nov-18,18:17,0.00524,1
"Intel CPU shortage seen easing in 1Q19 -- DigiTimes, citing industry sources""""",INTC-US,SA, 1:51pm,28-Nov-18,EN,"NS_PS,RU,RUMOR",28-Nov-18, 1:51pm,SA,EST,28-Nov-18,08:51,-0.00625,-1
Intel Co. (Intc) Stake Cut by Brighton Jones Llc [Emirates News Agency (WAM) (United Arab Emirates)] (Middle East & North African Newspapers),INTC-US,IA,12:30pm,28-Nov-18,EN,"AN_GEN,BA_GEN,CA_MNA_ACQ,CM_GEN,COARLS,DEFIN,EV_GEN,EX_GEN,GN_FIN,MANDA,RA_GEN,RTGS",28-Nov-18, 1:15pm,RN,EST,28-Nov-18,07:30,-0.00625,-1
Intel Corp.(INTC-US) Schedules GSMA Mobile 360 Series Latin America Conference for 4-December-2018,INTC-US,FCST, 1:06am,24-Nov-18,EN,"EVTS,EV_ME",24-Nov-18, 1:06am,"CONF,EVTS,EV_ME,FILNS_TS_TR",EST,23-Nov-18,20:06,0.00901,1
"Tencent Demonstrates Cloud Gaming Solution Jointly Created by Tencent Cloud, Tencent WeTest and Intel at G-STAR 2018",INTC-US,PRN, 3:49am,22-Nov-18,EN,"BA_PRD,COARLS,PRODS",22-Nov-18, 3:49am,PRN,EST,21-Nov-18,22:49,0.01445,1
"CEO SWAN Acquires 1,377 of INTEL CORP (INTC)",INTC-US,EDG,10:49pm,16-Nov-18,EN,"FILNS,FORM4,INSACT",16-Nov-18,10:49pm,"CO-FILNS,OWN-FILNS,FILNS",EST,16-Nov-18,17:49,-0.00249,-1
"INTEL CORP files (8-K) Current report: Items 7.01 - Regulation FD, 9.01 - Financial Statements and Exhibits, for period end 15-Nov-18 (INTC-US)",INTC-US,EDG, 9:42pm,15-Nov-18,EN,"8K,FILNS",15-Nov-18, 9:42pm,"CO-FILNS,CR-FILNS,FILNS",EST,15-Nov-18,16:42,-0.00281,-1
Intel announces $15B increase to stock repurchase program,INTC-US,SA, 9:31pm,15-Nov-18,EN,"CA_GEN,CORPS",15-Nov-18, 9:31pm,SA,EST,15-Nov-18,16:31,-0.00281,-1
Intel Announces $15 Billion Increase to Stock Repurchase Authorization,INTC-US,BW, 9:30pm,15-Nov-18,EN,"CM_REP,COARLS,CORPS",15-Nov-18, 9:30pm,PRN,EST,15-Nov-18,16:30,-0.00281,-1
Ownership Updates: INTEL CORP  COM (INTC) for 15-Nov-2018,INTC-US,FIO,11:53am,15-Nov-18,EN,OWNRS,15-Nov-18, 2:42pm,EXCL,EST,15-Nov-18,06:53,0.00129,1
Habana Labs Secures $75M in Series B Financing Led by Intel Capital,INTC-US,PRN,11:05am,15-Nov-18,EN,"CM_PRP,COARLS,DEFIN",15-Nov-18,11:05am,PRN,EST,15-Nov-18,06:05,0.00129,1
Intel Unveils the Intel Neural Compute Stick 2 at Intel AI Devcon Beijing for Building Smarter AI Edge Devices,INTC-US,BW, 8:01am,14-Nov-18,EN,"BA_PRD,BA_TRD,COARLS,EVTS,EV_GEN,PRODS",14-Nov-18, 8:01am,PRN,EST,14-Nov-18,03:01,0.00391,1
"CORRECTED TRANSCRIPT: Intel Corp.(INTC-US), UBS Global Technology Conference, 12-November-2018 12:30 PM ET",INTC-US,FCST,10:32pm,12-Nov-18,EN,"EVTS,EV_ME",12-Nov-18,10:32pm,"CONF,EVTS,EV_ME,FILNS_TS_TR",EST,12-Nov-18,17:32,0.00588,1
Twitter - @SeekingAlpha: $INTC #BRIANKRZANICH #INTEL https://t.co/Js4O2GOZ7V,INTC-US,TWTR, 9:25pm,12-Nov-18,EN,,12-Nov-18, 9:26pm,SM,EST,12-Nov-18,16:25,0.00588,1
Asetek Liquid Cooled Intel« Compute Modules Installed by Ace Computers in HPC Cluster for U.S. Defense Contractor,INTC-US,PRN, 1:24pm,12-Nov-18,EN,"BA_PRD,COARLS,PRODS",12-Nov-18, 1:24pm,PRN,EST,12-Nov-18,08:24,-0.00578,-1
Evaluator Group and IOmark Announce New Industry Leading Benchmark Results for Intel Server Platforms and Optane,INTC-US,PRN, 1:00pm,12-Nov-18,EN,COARLS,12-Nov-18, 1:00pm,PRN,EST,12-Nov-18,08:00,-0.00578,-1
"INTEL CORP files (13F-HR) Quarterly holdings of institutional managers, for period end 30-Sep-18 (INTC-US)",INTC-US,EDG,11:19am,09-Nov-18,EN,"13F,FILNS",09-Nov-18,11:19am,"INT-FILNS,MF-FILNS,OWN-FILNS,FILNS",EST,09-Nov-18,06:19,0.00045,1
